Boxer,Date,Venue,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,ESPN,HBO,FOX,TopRank,GoldenBoy,RDS,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"Hayes, Darryl",2009.08.07,Buffalo Bills Arena,1000,7.0434258793313,134,20.4166666666667,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Jett, Terrance M.",2009.08.07,Buffalo Bills Arena,1250,7.26656943064551,134.5,34.3333333333335,4,14,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"El Harrak, Said",2009.08.07,Buffalo Bills Arena,1500,7.44889098743946,147,22,6,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Vallejo, Jesus",2009.08.07,Buffalo Bills Arena,2000,7.73657305989124,146,26.4166666666667,3,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Russell, Gary A.",2009.08.07,Buffalo Bills Arena,3000,8.1420381679994,126.5,21.1666666666667,3,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Peterson, Anthony C.",2009.08.15,Hard Rock,50000,10.9554488847594,137,24.4166666666667,28,0,19,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0
"Arceo, Luis",2009.08.15,Hard Rock,5000,8.6528637917654,137,30.5833333333335,21,8,14,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0
"Donaire, Nonito",2009.08.15,Hard Rock,150000,12.0540611734276,115,26.75,21,1,14,1,1,0,1,0,1,0,12,1,0,0,0,0,0,0,0,0
"Escobar, Danny",2009.08.15,Hard Rock,1500,7.44889098743946,144,20.5,2,0,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Concepcion, Bernabe",2009.08.15,Hard Rock,50000,10.9554488847594,125.5,21.5833333333335,28,2,16,1,1,0,1,0,1,0,12,1,0,0,0,0,0,0,0,0
"Magdaleno, Diego",2009.08.15,Hard Rock,3500,8.29618884782666,130.5,22.8333333333335,10,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Melligen, Mark J.",2009.08.15,Hard Rock,8500,9.18349204282757,145,23.3333333333335,15,1,11,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0
"Zepeda, Ernesto",2009.08.15,Hard Rock,5000,8.6528637917654,145,32.7143835616439,39,12,34,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0
"Roman, Jose Javier",2009.08.15,Hard Rock,1500,7.44889098743946,133,21.5,5,0,4,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Small, Carlos",2009.08.15,Hard Rock,1500,7.44889098743946,132,24.5833333333335,2,1,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Sillah, Ismayl",2009.08.15,Hard Rock,3000,8.1420381679994,178,24.5,8,0,7,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Hinkey, Tyler L.",2009.08.29,Churchill Fairgrounds,1400,7.37989811595251,254,26.6952054794517,5,1,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Banks, Yohan A.",2009.08.29,Churchill Fairgrounds,1500,7.44889098743946,265,34.25,2,3,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Delorme, Theron",2009.08.29,Churchill Fairgrounds,1000,7.0434258793313,132,27.7253424657533,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Gilbert, Joseph S.",2009.08.29,Churchill Fairgrounds,7000,8.98933602838661,169.5,33.1666666666667,17,2,13,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
"Stovall, Ivan",2009.08.29,Churchill Fairgrounds,5000,8.6528637917654,170.5,30.25,10,4,7,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
"Cruz, Orlando",2009.09.19,MGM Grand,15000,9.75147608043351,125,28.1666666666667,16,0,7,0,1,0,1,0,0,1,10,1,0,0,0,0,0,0,0,0
"Lock, Cornelius E.",2009.09.19,MGM Grand,15000,9.75147608043351,126,33.7812785388128,18,4,11,0,1,0,1,0,0,1,10,1,0,0,0,0,0,0,0,0
"Katsidis, Michael",2009.09.19,MGM Grand,125000,11.8717396166336,135,29.0833333333333,25,2,21,1,1,0,1,0,0,1,12,1,0,0,0,0,0,0,0,0
"Perez, Michael A.",2009.09.19,MGM Grand,2000,7.73657305989124,133,19.6666666666667,4,0,2,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
"Ellis, Richard",2009.09.19,MGM Grand,1400,7.37989811595251,133,30.0833333333333,4,2,2,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
"Juarez, Ricardo",2009.09.19,MGM Grand,80000,11.4254525140052,126,29.4166666666667,28,4,20,1,1,0,1,0,0,1,12,1,0,0,0,0,0,0,0,0
"Mayweather, Floyd",2009.09.19,MGM Grand,10000000,16.2537662513075,146,32.5833333333333,39,0,25,0,1,0,1,0,0,1,12,1,0,0,0,0,0,0,0,0
"Marquez, Juan Manuel",2009.09.19,MGM Grand,2000000,14.6443283388734,142,36.0833333333333,50,4,37,0,1,0,1,0,0,1,12,1,0,0,0,0,0,0,0,0
"Lara, Erislandy",2009.09.19,MGM Grand,7000,8.98933602838661,155,26.4166666666667,7,0,4,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
"Ouali, Said",2009.09.19,MGM Grand,7500,9.05832889987356,146.5,30.3333333333333,25,3,17,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0
"Rios-Gil, Francisco",2009.09.19,MGM Grand,3500,8.29618884782666,148,23.25,16,10,11,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0
"Savage, Dion",2009.09.19,MGM Grand,3500,8.29618884782666,167.5,22.5833333333333,5,0,3,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
"Myers, Loren E.",2009.09.19,MGM Grand,2500,7.95971661120545,167.5,28.3333333333333,7,6,2,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
"Vargas, Jessie",2009.09.19,MGM Grand,4000,8.42972024045119,140,20.3333333333333,5,0,2,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
"Tovar, Raul E.",2009.09.19,MGM Grand,2250,7.85435609554762,141,20.811415525111,6,1,2,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
"DeMarco, Antonio",2009.10.31,Treasure Island,60000,11.1377704415534,134.5,23.75,22,1,15,1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0
"Agbeko, Joseph",2009.10.31,Treasure Island,120000,11.8309176221133,118,32.5833333333333,27,1,22,1,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0
"De La Rosa, James",2009.10.31,Treasure Island,15000,9.75147608043351,150,21.9166666666665,19,0,12,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
"Williamson, Davarryl",2009.10.31,Treasure Island,10000,9.34601097232534,219,41.25,26,5,22,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0
"Stiverne, Bermane",2009.10.31,Treasure Island,5000,8.6528637917654,236,30.9166666666665,17,1,16,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0
"Quintero, Marvin J.",2009.10.31,Treasure Island,3000,8.1420381679994,134,22.8344748858415,16,2,12,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Estrada, Walter",2009.10.31,Treasure Island,4500,8.54750327610757,131,33.4166666666665,35,10,24,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Santana, Angelo",2009.10.31,Treasure Island,1500,7.44889098743946,137,21.5,6,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Gonzales, Miguel A.",2009.10.31,Treasure Island,4000,8.42972024045119,138,23.9166666666665,6,1,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Casamayor, Joel",2009.11.06,Palms Resort,7000,8.98933602838661,146,39.3333333333335,36,4,22,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
"Davis, Jason L.",2009.11.06,Palms Resort,16200,9.82843712156963,142,27.5833333333335,11,4,3,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
"Judah, Zab",2009.11.06,Palms Resort,10000,9.34601097232534,145,32.0833333333335,37,6,25,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0
"Pacheco, Jose",2009.11.06,Palms Resort,2150,7.80889372147087,124,25.4166666666667,2,8,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Escobar, Danny",2009.11.13,Mandalay Bay,1500,7.44889098743946,141.5,20.75,3,0,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Armenta, Rodolfo",2009.11.13,Mandalay Bay,1000,7.0434258793313,143,25.25,7,2,5,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Marroquin, Roberto",2009.11.13,Mandalay Bay,5175,8.68726521848273,123,20.25,10,0,7,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Napunyi, Anthony",2009.11.13,Mandalay Bay,3150,8.19082833216884,125,27.0833333333335,14,7,7,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Magdaleno, Diego",2009.11.13,Mandalay Bay,5500,8.74817397156972,131,23.0833333333335,11,0,3,0,0,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0
"Reynoso, Jose L.",2009.11.13,Mandalay Bay,1400,7.37989811595251,146.5,25.1666666666667,10,3,1,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Melligen, Mark J.",2009.11.13,Mandalay Bay,8500,9.18349204282757,147,23.5833333333335,16,1,12,0,0,0,0,0,1,0,10,1,0,0,0,0,0,0,0,0
"Cotto, Abner J.",2009.11.14,MGM Grand,3000,8.1420381679994,133,22.25,4,0,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Chavez, Julio Cesar Jnr.",2009.11.14,MGM Grand,85000,11.4860771358216,160,23.75,40,0,30,0,1,0,1,0,1,0,10,1,0,0,0,0,0,0,0,0
"Cotto, Miguel A.",2009.11.14,MGM Grand,4000000,15.3374755194333,145,29.0833333333335,34,1,27,2,1,0,1,0,1,0,12,1,0,0,0,0,0,0,0,0
"Pacquiao, Emmanuel",2009.11.14,MGM Grand,7400000,15.9526611585236,144,30.9534246575342,49,3,37,2,1,0,1,0,1,0,12,1,0,0,0,0,0,0,0,0
"Foreman, Yuri",2009.11.14,MGM Grand,41250,10.763076992112,154,29.25,27,0,8,1,1,0,1,0,1,0,12,1,0,0,0,0,0,0,0,0
"Soto Karass, Jesus",2009.11.14,MGM Grand,45000,10.8500883691016,147,27.0833333333335,24,3,16,0,1,0,1,0,1,0,10,1,0,0,0,0,0,0,0,0
"Gomez, Alfonso S.",2009.11.14,MGM Grand,50000,10.9554488847594,145.5,29.0833333333335,20,4,10,0,1,0,1,0,1,0,10,1,0,0,0,0,0,0,0,0
"Garcia, Rodrigo",2009.11.14,MGM Grand,3000,8.1420381679994,150,20.8333333333335,4,0,4,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Vierra, Martin J.",2009.11.14,MGM Grand,2000,7.73657305989124,152,22.75,5,2,2,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0
"Marquez, Ernie",2009.11.14,MGM Grand,3000,8.1420381679994,112,27.8333333333335,9,5,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Korobov, Matvey",2009.11.14,MGM Grand,7500,9.05832889987356,160.5,26.8333333333335,7,0,6,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Winchester, James",2009.11.14,MGM Grand,5000,8.6528637917654,158,31.0833333333335,10,2,3,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0
"Santomauro, Rocco",2009.11.20,Orleans Hotel,1000,7.0434258793313,128,21.9890410958872,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Kilfian, Harley D.",2009.11.20,Orleans Hotel,1500,7.44889098743946,179,30.25,8,2,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Liles, Patrick M.",2009.11.20,Orleans Hotel,1500,7.44889098743946,179,31.5833333333335,7,2,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Frazier, Johnny D.",2009.11.20,Orleans Hotel,1000,7.0434258793313,131,31.75,2,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Yanez, David H.",2009.11.20,Orleans Hotel,1000,7.0434258793313,130.5,19.75,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Vega, Erick A.",2009.11.20,Orleans Hotel,1000,7.0434258793313,199,30.5833333333335,8,4,6,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Riding-In, Kevin j.",2009.11.20,Orleans Hotel,1000,7.0434258793313,167,30,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
"Jargal, Bayan",2009.12.11,Grand Sierra Resort,2000,7.73657305989124,142,27.8634703196349,13,0,9,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Hinkey, Derek",2009.12.11,Grand Sierra Resort,1200,7.22574743612525,163,29.5301369863014,8,1,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Mendez, Paul",2009.12.11,Grand Sierra Resort,2500,7.95971661120545,165,20.7801369863014,2,1,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Gonzales, Brandon G.",2009.12.11,Grand Sierra Resort,3000,8.1420381679994,162,25.5301369863014,8,0,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Villereal, Victor",2009.12.11,Grand Sierra Resort,1800,7.63121254423341,162,30.0082191780823,8,4,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
"Benavidez, Jose L.",2010.01.16,Hard Rock,2500,7.94335375399497,139,17.6666666666665,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0
"Lenk, Anthony M.",2010.01.16,Hard Rock,2500,7.94335375399497,145,22.1529680365263,5,1,3,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0
"Sillah, Ismayl",2010.01.16,Hard Rock,3000,8.12567531078892,183,24.9166666666665,9,0,8,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0
"Martirosyan, Vanes N.",2010.01.16,Hard Rock,35000,10.5824110836102,153,23.6666666666665,26,0,17,0,0,0,0,1,1,0,10,0,1,0,0,0,0,0,0,0
"Ouma, Kassim",2010.01.16,Hard Rock,10000,9.32964811511486,150,31.1337899543378,26,6,16,0,0,0,0,1,1,0,10,0,1,0,0,0,0,0,0,0
"Magdaleno, Diego",2010.01.16,Hard Rock,5500,8.73181111435924,131.5,23.25,12,0,3,0,0,0,0,1,1,0,8,0,1,0,0,0,0,0,0,0
"Robles, Gerardo",2010.01.16,Hard Rock,5000,8.63650093455491,131.5,27.1666666666665,9,8,5,0,0,0,0,1,1,0,8,0,1,0,0,0,0,0,0,0
"Alcolea, Juan R.",2010.01.22,Orleans Hotel,1500,7.43252813022898,136,23,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Battease, Brian D.",2010.01.22,Orleans Hotel,1000,7.02706302212081,127,26.3333333333333,5,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Vega, Erick A.",2010.01.22,Orleans Hotel,1500,7.43252813022898,200,30.75,8,4,6,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Namauu, Henry CJ",2010.01.22,Orleans Hotel,1500,7.43252813022898,200,25.3333333333333,4,3,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Santiago, Alexis I.",2010.01.22,Orleans Hotel,1000,7.02706302212081,122,19.3333333333333,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Romero, Pedro Rodrigo",2010.01.22,Orleans Hotel,1000,7.02706302212081,124,22.25,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Santomauro, Rocco",2010.01.22,Orleans Hotel,1000,7.02706302212081,127,22.1557077625537,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Yanez, David H.",2010.01.22,Orleans Hotel,1000,7.02706302212081,129,19.9166666666665,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Kilfian, Harley D.",2010.01.29,Hard Rock,3000,8.12567531078892,177,30.4166666666665,8,3,7,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Ahmedov, Gayrat",2010.01.29,Hard Rock,1000,7.02706302212081,176,31,12,0,8,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Lara, Erislandy",2010.01.29,Hard Rock,7840,9.08630185648313,154.5,26.75,9,0,5,0,0,0,0,1,0,1,10,0,1,0,0,0,0,0,0,0
"Brewer, Grady",2010.01.29,Hard Rock,10000,9.32964811511486,154.5,39.1048689138574,26,11,15,0,0,0,0,1,0,1,10,0,1,0,0,0,0,0,0,0
"Rios, Ronny",2010.01.29,Hard Rock,2500,7.94335375399497,127,20,8,0,4,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Shumenov, Beibut",2010.01.29,Hard Rock,25000,10.245938846989,174.5,26.4166666666665,8,1,6,1,0,0,0,1,0,1,12,0,1,0,0,0,0,0,0,0
"Hudaynazarov, Ravshan",2010.01.29,Hard Rock,1000,7.02706302212081,152,25.5833333333333,9,0,7,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
"Vargas, Jessie",2010.01.29,Hard Rock,1500,7.43252813022898,144,20.6666666666665,7,0,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
"Rodela, David",2010.01.29,Hard Rock,10000,9.32964811511486,130,27.5,14,1,6,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0
"Perez, Eloy",2010.01.29,Hard Rock,6000,8.81882249134887,129.5,23.25,15,0,4,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0
"Ziolowski, Tyler",2010.01.29,Hard Rock,2500,7.94335375399497,139,23.3333333333333,12,10,6,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Molina, Carlos",2010.01.29,Hard Rock,2500,7.94335375399497,137,24.1666666666665,9,0,5,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Brinkley, Jesse Lee",2010.01.29,Grand Sierra Resort,20000,10.0227952956748,167.5,33.1666666666665,34,5,22,0,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0
"Stevens, Curtis",2010.01.29,Grand Sierra Resort,10000,9.32964811511486,165,24.8333333333333,21,2,15,0,0,1,0,0,0,0,12,0,1,0,0,0,0,0,0,0
"Goins, Michael J.",2010.01.29,Grand Sierra Resort,1000,7.02706302212081,227,35.4166666666665,1,3,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Gonzales, Brandon G.",2010.01.29,Grand Sierra Resort,3500,8.27982599061618,162,25.6666666666665,9,0,8,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Hinkey, Tyler L.",2010.01.29,Grand Sierra Resort,1200,7.20938457891477,270,27.1118721461182,5,1,4,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Williams, Mitch",2010.01.29,Grand Sierra Resort,2000,7.72021020268076,215,27.5833333333333,3,2,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Serrano, Raymond",2010.01.29,Grand Sierra Resort,5000,8.63650093455491,146.5,20.6666666666665,11,0,6,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"Warrior, Ronnie Jr.",2010.01.29,Grand Sierra Resort,4500,8.53114041889709,147,33.1666666666665,13,2,4,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"Benavidez, Jose L.",2010.02.13,Las Vegas Hilton,2500,7.94335375399497,137,17.75,1,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0
"Concepcion, Bernabe",2010.02.13,Las Vegas Hilton,15000,9.73511322322302,126,22.0833333333335,28,3,16,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,0,0
"Escalante, Bruno",2010.02.13,Las Vegas Hilton,1200,7.20938457891477,112,21.3333333333335,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0
"Korobov, Matvey",2010.02.13,Las Vegas Hilton,7500,9.04196604266308,161,27.0833333333335,9,0,7,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0
"Melligen, Mark J.",2010.02.13,Las Vegas Hilton,6000,8.81882249134887,146,23.8333333333335,16,2,12,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0
"Donaire, Nonito",2010.02.13,Las Vegas Hilton,150000,12.0376983162171,115,27.25,22,1,14,0,0,0,0,0,1,0,12,0,1,0,0,0,0,0,0,0
"Magdaleno, Diego",2010.02.13,Las Vegas Hilton,5500,8.73181111435924,130,23.3333333333335,13,0,3,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0
"Montiel, Fernando",2010.02.13,Las Vegas Hilton,50000,10.939086027549,118,30.9166666666667,40,2,30,1,0,0,0,0,1,0,12,0,1,0,0,0,0,0,0,0
"Portillo, Edgar",2010.02.13,Las Vegas Hilton,2500,7.94335375399497,132,19.5833333333335,6,3,4,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0
"Marengo, Hector",2010.02.13,Las Vegas Hilton,3000,8.12567531078892,131,26.5,5,0,3,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0
"Morel, Eric Arturo",2010.02.13,Las Vegas Hilton,60000,11.1214075843429,117,34.3333333333335,41,2,21,1,0,0,0,0,1,0,12,0,1,0,0,0,0,0,0,0
"Alcolea, Juan R.",2010.03.12,Orleans Hotel,1000,7.02706302212081,136,23.1666666666667,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Martinez, Aalan",2010.03.12,Orleans Hotel,1300,7.2894272865883,126.5,26.75,6,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Battease, Brian D.",2010.03.12,Orleans Hotel,1300,7.2894272865883,127,26.5,6,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Gutierrez, Jesus A.",2010.03.12,Orleans Hotel,1000,7.02706302212081,135,21.2949771689466,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Santiago, Alexis I.",2010.03.12,Orleans Hotel,1000,7.02706302212081,120,19.5,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Herrera, Sergio",2010.03.12,Orleans Hotel,1000,7.02706302212081,121,19.5,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Santomauro, Rocco",2010.03.12,Orleans Hotel,1000,7.02706302212081,126,22.3223744292204,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Herrera, Thomas A.",2010.03.12,Orleans Hotel,1000,7.02706302212081,128,24.8333333333333,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Gonzales, Brandon G.",2010.03.19,Grand Sierra Resort,4500,8.53114041889709,163,25.8333333333333,10,0,9,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"Boone, Darnell",2010.03.19,Grand Sierra Resort,3500,8.27982599061618,163,30.1666666666667,16,14,6,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"Mayfield, Karim",2010.03.19,Grand Sierra Resort,3500,8.27982599061618,150,30.2949771689498,11,0,7,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Chaves, Diego G.",2010.03.27,Hard Rock,2500,7.94335375399497,147,23.9166666666667,13,0,12,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Maidana, Marcos",2010.03.27,Hard Rock,100000,11.6322332081089,140,26.6666666666667,27,1,26,1,0,0,1,0,0,1,12,0,1,0,0,0,0,0,0,0
"Cayo, Victor M.",2010.03.27,Hard Rock,58500,11.0960897763586,140,25.3333333333333,24,0,16,1,0,0,1,0,0,0,12,0,1,0,0,0,0,0,0,0
"Charlo, Jermell",2010.03.27,Hard Rock,4000,8.4133573832407,149,19.8333333333333,10,0,5,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0
"Prieto, Gerardo",2010.03.27,Hard Rock,4000,8.4133573832407,148,31.4166666666667,6,8,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0
"Guzman, Joan",2010.03.27,Hard Rock,125000,11.8553767594231,144,33.8333333333333,29,0,17,1,0,0,1,0,0,1,12,0,1,0,0,0,0,0,0,0
"Figueroa, Omar",2010.03.27,Hard Rock,2500,7.94335375399497,137,20.297716894974,8,0,8,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Portillo, Edgar",2010.03.27,Hard Rock,4000,8.4133573832407,137,19.6666666666667,6,3,4,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Jacobs, Daniel",2010.03.27,Hard Rock,30000,10.428260403783,166.5,23.0833333333333,18,0,15,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0
"Alexander, Michael L.",2010.04.02,Rio Casino,1500,7.43252813022898,164,31.0833333333333,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Bogere, Sharif",2010.04.02,Rio Casino,5000,8.63650093455491,139,21.5,14,0,8,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0
"Maldonado, Fidel Jnr",2010.04.02,Rio Casino,1700,7.55769127318298,136,18.75,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Rodriguez, Robert S.",2010.04.02,Rio Casino,1650,7.5278383100333,124.5,19.75,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"Finney, Michael K.",2010.04.02,Rio Casino,1625,7.51257083790251,143.5,18.5,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
"Wilder, Deontay L.",2010.04.02,Hard Rock,5000,8.63650093455491,215.5,24.5,8,0,8,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Perez, Michael A.",2010.04.02,Hard Rock,3500,8.27982599061618,135.5,20.25,6,0,3,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Ganjelashvili, Sergi",2010.04.02,Hard Rock,2200,7.81552038248508,135.5,28,4,4,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0
"Lara, Erislandy",2010.04.02,Hard Rock,11500,9.46941005749001,156.5,27,10,0,6,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,0
"Sitiwatjana, Dayel J.",2010.04.02,Hard Rock,1000,7.02706302212081,129,19.25,5,1,3,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
"Sanchez, Hector M.",2010.04.02,Hard Rock,7000,8.97297317117612,146,23.6666666666665,18,0,8,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0
"Pendarvis, Cleotis",2010.04.02,Hard Rock,4000,8.4133573832407,146,23.8333333333333,10,2,3,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0
